101;Gym C;1012;2025-01-22 02:44:34.0000000;2025-01-21 23:44:34.0000000;560;150;RETROACTIVE;150;FitClub Gym;123 Main St, Downtown;(202) 123-4567;Full Service Gym;United States;Pacote de Spa;150;150;Wellness Center;2025-01-07 00:00:00.0000000;Sessão Realizada;150;1;0
104;Gym C;1012;2025-01-20 07:52:24.0000000;2025-01-20 04:52:24.0000000;645;150;RETROACTIVE;150;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Pacote de Spa;150;150;Wellness Center;2025-01-07 00:00:00.0000000;Sessão Realizada;150;1;0
104;Gym C;1012;2025-01-12 09:37:48.0000000;2025-01-12 06:37:48.0000000;645;150;RETROACTIVE;150;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Pacote de Spa;150;150;Wellness Center;2025-01-07 00:00:00.0000000;Sessão Realizada;150;1;0
103;Gym C;1012;2025-01-04 09:00:00.0000000;2025-01-04 06:00:00.0000000;2004;150;RETROACTIVE;150;Flex Gym;789 Pine Rd, Midtown;(202) 345-6789;Studio;United States;Pacote de Spa;150;150;Wellness Center;2025-01-07 00:00:00.0000000;Sessão Realizada;150;1;0
103;Gym C;1012;2025-01-02 07:29:36.0000000;2025-01-02 04:29:36.0000000;476;150;VALIDATION;150;Flex Gym;789 Pine Rd, Midtown;(202) 345-6789;Studio;United States;Pacote de Spa;150;150;Wellness Center;2025-01-07 00:00:00.0000000;Sessão Realizada;150;1;0
105;Gym D;1004;2025-01-05 01:17:25.0000000;2025-01-04 22:17:25.0000000;889;120;NO_SHOW;60;StrongFit Studio;202 Fit Ln, Suburbs;(202) 567-8901;Studio;United States;Natação;120;60;Full Service Gym;2023-05-10 00:00:00.0000000;Sessão não Realizada;60;1;1
104;Gym D;1004;2025-01-04 10:29:11.0000000;2025-01-04 07:29:11.0000000;714;120;VALIDATION;60;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Natação;120;60;Full Service Gym;2023-05-10 00:00:00.0000000;Sessão Realizada;60;1;1
101;Gym D;1004;2025-01-07 16:13:37.0000000;2025-01-07 13:13:37.0000000;821;120;RETROACTIVE;60;FitClub Gym;123 Main St, Downtown;(202) 123-4567;Full Service Gym;United States;Natação;120;60;Full Service Gym;2023-05-10 00:00:00.0000000;Sessão Realizada;60;1;1
103;Gym D;1004;2025-01-01 18:23:24.0000000;2025-01-01 15:23:24.0000000;645;120;VALIDATION;60;Flex Gym;789 Pine Rd, Midtown;(202) 345-6789;Studio;United States;Natação;120;60;Full Service Gym;2023-05-10 00:00:00.0000000;Sessão Realizada;60;1;1
102;Gym D;1002;2025-01-01 07:59:10.0000000;2025-01-01 04:59:10.0000000;2002;100;VALIDATION;80;PowerHouse Fitness;456 Oak Ave, Uptown;(202) 234-5678;Full Service Gym;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão Realizada;80;1;1
104;Gym D;1002;2025-01-05 08:00:00.0000000;2025-01-05 05:00:00.0000000;2005;100;VALIDATION;80;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão Realizada;80;1;1
102;Gym D;1002;2025-01-12 19:05:45.0000000;2025-01-12 16:05:45.0000000;549;100;RETROACTIVE;80;PowerHouse Fitness;456 Oak Ave, Uptown;(202) 234-5678;Full Service Gym;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão Realizada;80;1;1
102;Gym E;1014;2025-01-12 14:54:01.0000000;2025-01-12 11:54:01.0000000;931;100;VALIDATION;80;PowerHouse Fitness;456 Oak Ave, Uptown;(202) 234-5678;Full Service Gym;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
104;Gym E;1014;2025-01-08 06:32:55.0000000;2025-01-08 03:32:55.0000000;241;100;NO_SHOW;80;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão não Realizada;80;1;1
102;Gym D;1002;2025-01-08 01:14:51.0000000;2025-01-07 22:14:51.0000000;973;100;NO_SHOW;80;PowerHouse Fitness;456 Oak Ave, Uptown;(202) 234-5678;Full Service Gym;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão não Realizada;80;1;1
103;Gym E;1014;2025-01-07 17:07:08.0000000;2025-01-07 14:07:08.0000000;596;100;VALIDATION;80;Flex Gym;789 Pine Rd, Midtown;(202) 345-6789;Studio;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
101;Gym E;1014;2025-01-20 14:38:55.0000000;2025-01-20 11:38:55.0000000;931;100;RETROACTIVE;80;FitClub Gym;123 Main St, Downtown;(202) 123-4567;Full Service Gym;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
104;Gym E;1014;2025-01-17 16:05:06.0000000;2025-01-17 13:05:06.0000000;767;100;NO_SHOW;80;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão não Realizada;80;1;1
102;Gym E;1014;2025-01-23 00:47:06.0000000;2025-01-22 21:47:06.0000000;161;100;VALIDATION;80;PowerHouse Fitness;456 Oak Ave, Uptown;(202) 234-5678;Full Service Gym;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
101;Gym B;1002;2025-01-24 18:13:06.0000000;2025-01-24 15:13:06.0000000;390;100;VALIDATION;80;FitClub Gym;123 Main St, Downtown;(202) 123-4567;Full Service Gym;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão Realizada;80;1;1
103;Gym E;1014;2025-01-23 17:02:48.0000000;2025-01-23 14:02:48.0000000;767;100;VALIDATION;80;Flex Gym;789 Pine Rd, Midtown;(202) 345-6789;Studio;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
105;Gym E;1014;2025-01-31 12:01:44.0000000;2025-01-31 09:01:44.0000000;645;100;VALIDATION;80;StrongFit Studio;202 Fit Ln, Suburbs;(202) 567-8901;Studio;United States;Aulas de Nutrição;100;80;Wellness Center;2025-01-20 00:00:00.0000000;Sessão Realizada;80;1;1
104;Gym B;1002;2025-01-30 12:35:26.0000000;2025-01-30 09:35:26.0000000;727;100;RETROACTIVE;80;HealthFirst Wellness;101 Health Blvd, East;(202) 456-7890;Wellness Center;United States;Aulas de Personal Training;100;80;Full Service Gym;2025-01-15 00:00:00.0000000;Sessão Realizada;80;1;1
